gene_symbol,ensembl_id,token_id,is_tf_collectri,is_tf_dorothea,is_tf,is_target_collectri,is_target_dorothea,is_target,collectri_n_targets,collectri_n_activated,collectri_n_repressed,collectri_targets,dorothea_n_targets,dorothea_n_activated,dorothea_n_repressed,dorothea_targets,collectri_n_regulators,dorothea_n_regulators
SP4,ENSG00000105866,3211,True,True,True,True,True,True,49,48,1,"ABCA2,ADH5,ALDH7A1,ASS1,ATP1A1,ATP1A3,ATP1B1,BCL2,BIRC5,CCND1,CDC25A,CDKN1A,CPOX,CREBBP,CTSB,CYP46A1,EGFR,ERBB2,ESR1,FGFR3,FLT1,FOLR1,GRIA1,GRIA2,GRIN1,GRIN2A,GRIN2B,GRIN2C,KDR,KNTC1,MAOB,MMP2,MYH13,MYL2,NFKB1,NTF3,PDE6B,RELA,RHO,SCT,SLC9A2,SP1,SP3,TRPV1,TSPO,TSPO,VEGFA,YY1,ZBTB10",478,478,0,"ABCA2,ACADVL,ACOT7,ACTB,ACTG1,ACYP2,ADAMTSL4,AGPAT1,AHDC1,ALDOA,AMD1,AMOTL2,ANK3,ANP32B,ANXA2,APBB2,APOE,ARHGAP45,ARHGEF19,ARRDC2,ARRDC3,ASAH1,ASPSCR1,ASS1,ATF3,ATN1,ATP8B3,AUTS2,BAZ2B,BCL2L11,BCL6,BCL7B,BCL9L,BICRAL,BIRC5,BORCS8,BRD2,BSCL2,BSG,BTBD2,C2CD2L,CA11,CACNA1A,CACNB3,CANX,CARS2,CCDC18,CCND1,CCNYL1,CD24,CDC42EP4,CDIP1,CDKN1A,CECR2,CELF5,CENPT,CERS4,CFL1,CHD2,CHD9,CHFR,CIC,CIRBP,CIT,CITED2,CLDN7,CNN2,CNN3,COLGALT1,COPZ1,CPSF4,CPSF7,CTDSP2,DANCR,DDX17,DDX3X,DDX5,DDX54,DIAPH1,DIXDC1,DLC1,DLG4,DNAAF3,DNAJB1,DNAJC14,DNAJC6,DPYSL2,DPYSL5,DSE,DUSP4,EBNA1BP2,EEF2,EFCAB2,EFHD1,EGR2,EIF5A,ELF2,ELL2,EML2,EMX1,ENO3,EPCAM,EPS8L1,ERBB2,ERCC1,ETV4,EXTL3,FADS2,FAM222B,FAM53C,FAM76B,FANCC,FASN,FAT1,FAXC,FBXL5,FCHO1,FGFR1,FGFR3,FIGN,FLNA,FNDC3A,FOS,FOSB,FOXO3,FPGS,FTSJ3,G3BP2,G6PD,GABBR1,GABRA4,GART,GATAD2A,GCNT2,GGA3,GINM1,GPD2,GPR137,GSE1,GTF2A1,GTPBP3,H2AC14,H2AC6,H2BC17,H2BC5,H3-3B,H3C3,H4C6,HAS3,HDLBP,HMG20B,HMGA1,HMGB1,HMGN2,HNRNPA0,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPAB,HNRNPF,HNRNPH1,HNRNPL,HNRNPU,HOOK2,HSD17B14,HSP90AA1,HSP90AB1,HSPA8,HYOU1,ID1,ID3,IDH1,IER2,IFT74,IGF2BP1,IGF2BP3,IL17RD,ILF3,INO80E,IPO5,IQCG,IQSEC1,IVNS1ABP,JADE1,JMJD1C,KANSL1,KCNC3,KCNIP2,KDM2A,KDM2B,KDR,KIFC2,KIFC3,KLF6,KLHL21,KREMEN2,KRT8,LAMP1,LARP7,LDB1,LDLR,LETM2,LHX6,LMNA,LSM14A,LTBP3,LTBP4,LUC7L2,LZTS2,MAD2L2,MAGI1,MAN2A1,MAOB,MAP3K11,MAP3K12,MAP3K6,MAP7D1,MAPKAPK3,MARCKS,MAST1,MAT2A,MAT2B,MATR3,MCM7,MEF2D,METTL21A,MEX3C,MFGE8,MGA,MGAT1,MGRN1,MIDN,MLLT6,MNT,MRPL34,MSL1,MTA2,MTMR4,MUS81,MXI1,MYADM,MYH9,MYL6,MYNN,MYO10,NASP,NAV1,NAV2,NDUFC1,NECTIN2,NEK8,NFATC4,NFE2L1,NFKB1,NFYC,NHEJ1,NHSL3,NMT2,NOSIP,NPAS1,NPM1,NR1H2,NR4A1,NR4A2,NRARP,NSMF,NUAK1,NUDT22,NUDT8,OAZ2,OBSL1,ODAD1,OLFML3,OTP,OTX2,PALS1,PANK2,PBX1,PCBP1,PCM1,PDAP1,PDE4C,PDE6B,PDLIM7,PFKM,PFN2,PHF19,PHF21A,PHF21B,PHLDB1,PHYKPL,PIH1D1,PIM1,PIP5KL1,PISD,PITX2,PKMYT1,PLEC,PLPP3,PNKP,PNPLA6,PNRC2,PPFIA3,PPM1L,PRDX6,PRICKLE1,PRKAG1,PRKD2,PRPF31,PRRC2B,PSIP1,PSME3,PTGES3,PTMA,PTMS,PTOV1,PTPA,PTPN4,PTPRS,PTPRU,PTRH1,QRICH1,RAB11A,RABEP2,RABGAP1L,RBM17,RBMS1,RBPMS,RCC1,RCCD1,RCOR2,RELA,RELB,RERE,REV3L,RFX1,RGMA,RGMB,RGS14,RHOF,RMDN1,RNF220,RNF38,ROR1,RPL10,RPL23A,RPL3,RPS13,RPS29,RRAS2,RSPO2,RTBDN,RTN2,RUSC1,SALL4,SAP130,SCNN1A,SEPHS1,SEPTIN9,SERPINH1,SERTAD2,SET,SETD9,SFXN5,SH3D21,SHC1,SIN3A,SIPA1,SKIDA1,SLC12A5,SLC17A7,SLC1A5,SLC27A1,SLC35F2,SLC39A1,SLC3A2,SLC44A2,SLC8A2,SMIM14,SNHG12,SNUPN,SNX8,SOCS2,SOS1,SOX13,SP3,SPATA20,SPHK2,SPRY1,SPRY2,SPTBN1,SPTBN4,SQSTM1,SRCIN1,SRRM3,SRSF3,SRSF5,SRSF7,STAG2,STAP2,STC2,SYDE2,SYNGAP1,TCF3,TDP1,TDRP,TESMIN,TFAP2A,TFAP4,TFE3,TFEB,TGIF1,THBS1,THRA,TIAM1,TK2,TLE6,TMC4,TMEM18,TNFAIP8,TNPO2,TNRC18,TOB2,TPI1,TPM1,TPM4,TRADD,TRIB1,TRIM24,TRIM41,TRIM71,TRIP10,TRPM7,TSC22D1,TSPAN9,TUBB,TXNRD1,TYK2,UBA1,UBC,UBE2D3,UBE2H,UBXN6,UGP2,UPP1,USP39,USP48,UTRN,VASP,VMP1,VPS51,VSIG10,WDPCP,WDR18,WDR45,WEE1,WRAP53,XPO1,YWHAE,YWHAZ,YY1,ZBTB2,ZBTB20,ZCCHC2,ZFAND6,ZFP36L1,ZFP36L2,ZIC1,ZIC2,ZIC4,ZMYND8,ZNF131,ZNF213,ZNF219,ZNF793,ZNF821,ZNF846,ZSWIM4",4,12
DLX5,ENSG00000105880,3215,True,True,True,True,True,True,37,36,1,"ACVR1,AKT1,ALPL,BGLAP,BMP2,BMP4,BMPER,CAMK2A,COL10A1,COL1A1,DKK1,DLX6,DPPA4,DSPP,EPHA7,FGF2,GBX2,GJA1,GSC,IBSP,IGFBP3,IRS2,LEFTY2,MAB21L1,MYC,NPPA,POU3F3,PPARG,RUNX2,SP7,SPP1,STAR,THY1,TMEM30B,WDR5,WNT10B,WNT5A",4,4,0,"IBSP,IGFBP3,IRS2,MYC",13,16
TFEC,ENSG00000105967,3227,True,False,True,True,True,True,4,4,0,"ACP5,CD40,HMOX1,MYH9",0,0,0,,4,20
HOXA1,ENSG00000105991,3236,True,True,True,True,True,True,26,25,1,"ABI3,ACTB,ADRA1D,ALDH1A2,BCL2,CCND1,CDH6,EPAS1,GRB2,HOXA4,HOXB1,IBSP,IER3,L1CAM,LAMB1,LYL1,MAP2,MITF,MT1A,MYC,NES,PAX3,PCNA,PRLR,RHOB,SOX17",12,12,0,"BCL2,CCND1,EPAS1,IER3,IRF3,LYL1,MYC,NCAM1,PCNA,PRPH,REN,TST",8,13
HOXA2,ENSG00000105996,3238,True,False,True,True,True,True,6,0,6,"BARX1,BMP4,MSX1,NKX3-2,PCP4,SIX2",0,0,0,,3,2
HOXA3,ENSG00000105997,3239,True,False,True,True,True,True,2,2,0,"GATA2,MMP14",0,0,0,,1,14
HOXA5,ENSG00000106004,3241,True,True,True,True,True,True,16,15,1,"ARHGEF1,DST,HOXA4,IGFBP1,KDR,LHX2,MLH1,PAX1,PGR,PTN,SLC6A2,TH,THBS2,TNC,TP53,ZEB1",7,7,0,"ARHGEF1,MLH1,NCAM1,PGR,PTN,TH,TP53",6,6
HOXA13,ENSG00000106031,3249,True,True,True,True,True,True,17,12,5,"ALDH1A2,BMP4,BMP7,CDKN2A,CDKN2A,CISH,EPHA3,EPHA4,EPHA6,EPHA7,FGF8,FOXF1,HOXA11,SALL1,SALL3,SOSTDC1,TEK",1,1,0,CDKN2A,1,5
EVX1,ENSG00000106038,3251,True,True,True,True,True,True,3,2,1,"GSC,INHBA,TNC",1,0,1,GSC,1,5
ZKSCAN1,ENSG00000106261,3278,False,True,True,False,True,True,0,0,0,,465,465,0,"ABCA7,ABCB9,ABCC1,ABCC3,ABHD12,ABLIM2,ACOT7,ACTB,ACTG1,ADAP1,ADCY7,ADGRG1,AGAP3,AGPAT3,AGRN,AHCY,AHDC1,AHNAK,AHRR,AIF1L,AIFM3,AKT2,ALDH1A2,ALDH3B1,ANKRD24,AP2S1,ARFGEF2,ARHGAP22,ARHGAP40,ARHGAP45,ARHGEF1,ARHGEF10L,ARHGEF16,ARHGEF17,ARHGEF19,ARID1B,ARID3A,ARPC1B,ARRDC2,ARSG,ARVCF,ASAP1,ASPSCR1,ATG16L2,ATP2B2,ATP8B3,AXIN2,BAHCC1,BAIAP2,BAZ2A,BBC3,BCAR1,BCAR3,BCAS3,BCAS4,BCL9L,BCOR,BCR,BHLHE40,BICRA,BICRAL,BMP7,BRIP1,C1orf159,C20orf203,CACNA1A,CACNA1I,CAPZB,CASZ1,CBFA2T3,CBX4,CBX8,CC2D1A,CCDC57,CCDC88B,CCND3,CDC42EP1,CDC42EP4,CDH22,CDH23,CDHR2,CDK18,CDK5RAP2,CDK6,CEBPB,CFL1,CHD9,CIC,CIITA,CIRBP,CIZ1,CLEC16A,CLIP2,CMIP,COL26A1,COL27A1,COMT,CORO7,CPNE5,CRB2,CROCC,CSK,CTDSP1,CTDSP2,CUEDC1,CUX1,CXXC5,CYRIB,CYTH1,DAB2IP,DBN1,DDIT4,DENND1A,DGKZ,DLGAP4,DNAJB12,DNM1,DNM2,DUS3L,DUSP1,ECE1,EDN2,EEF1A1,EEF2,EEF2K,EEIG1,EEPD1,EFNA3,EGLN3,EHD1,EHD2,EHMT1,ELAVL1,ELL,EML2,EPB41L1,EPHA2,EPHB4,EPOP,ERCC1,ERGIC1,ETV4,EVI5L,EXTL3,FAAP20,FADS2,FAM131C,FAM222A,FAM78A,FASN,FBXO17,FBXO2,FEM1B,FHAD1,FIBCD1,FKBP5,FNDC3B,FOXP1,GABBR2,GADD45B,GAS2L1,GATA2,GATAD2A,GDF15,GDPD5,GLIS2,GNA12,GNAO1,GNAS,GNAZ,GOSR2,GRIP2,GRM4,GRPEL1,GSE1,GSN,HDAC5,HJV,HOOK2,HPCAL1,HSPG2,ICAM1,IER5,IL4R,IQCG,IQSEC1,ISG15,ITGB2,ITPR3,JADE2,JUP,KCNB1,KCNH2,KCNN1,KCNN4,KDM4B,KDM6B,KIAA0232,KIAA1671,KLF6,KLF9,KRT8,KSR1,KYAT1,LAMA5,LAMC3,LASP1,LDLR,LIMD1,LINGO1,LLGL2,LMNA,LRP5,LTBP3,LTBP4,LTO1,LYL1,LZTR1,MACROD1,MAD1L1,MAN1C1,MAP2K3,MAP3K14,MAPK13,MAPKAPK3,MARK4,MAST1,MAST3,MDGA1,MDS2,MEAK7,MED15,MFSD12,MGRN1,MICAL2,MICAL3,MIDEAS,MIDN,MKNK2,MNT,MSI2,MTCL2,MTSS1,MXI1,MYEOV,MYH14,MYH9,MYO15B,MYO18A,NANOS3,NCOR2,NCS1,NDST1,NECAB3,NECTIN2,NEK6,NFASC,NFATC2,NFIA,NFIC,NFIX,NHSL3,NIBAN2,NKAIN1,NOL4L,NR2F6,NR4A1,NRXN2,NTMT1,NUAK1,NUMA1,OAZ1,OSBPL5,PACSIN1,PADI1,PALM,PARD6B,PCBP1,PDE2A,PDE4A,PDE4C,PDGFRB,PDZD7,PEDS1,PEPD,PFKFB4,PHF19,PHLDA2,PHLDB1,PI4KA,PIEZO1,PIP5KL1,PITPNM2,PKN1,PLEC,PLEKHG5,POR,PPARGC1B,PPCDC,PPFIA3,PPIL2,PPL,PPM1F,PREX1,PRKCZ,PRPF31,PRR5,PSD2,PTBP1,PTGIS,PTMA,PTPRF,PTPRJ,PTPRS,PTPRU,QRFP,RAB11FIP5,RAI1,RALGDS,RAP1GAP,RAPGEF1,RAPGEF3,RAPGEF6,RARA,RASGRF1,RASSF5,RBM19,RELT,RERE,RGS9,RHBDD2,RHO,RHOD,RHOF,RIPOR1,RIPOR3,RNF213,RNF220,RNF43,RP1,RPGR,RPL13,RPS19BP1,RREB1,RTN4R,RUNX1,RXRA,SAE1,SBNO2,SCARB1,SCNN1A,SDC3,SEC14L1,SEMA4B,SEMA6B,SEPTIN9,SH2B3,SH2D3C,SH3PXD2A,SH3PXD2B,SHANK2,SKI,SLC12A7,SLC13A3,SLC16A3,SLC16A5,SLC17A9,SLC22A23,SLC25A10,SLC29A1,SLC48A1,SLC6A6,SLC9A1,SMAD3,SMAD6,SMARCA4,SMOX,SNAI1,SORBS1,SOX6,SPAG9,SPHK1,SPTBN4,SQSTM1,SRC,SRCIN1,SREBF1,SSBP4,ST3GAL1,ST6GAL1,STARD10,STK10,STK11,STX1A,SULF2,SULT2B1,SYN3,TANGO2,TBC1D14,TBC1D8,TBCD,TBX1,TCEA2,TCF20,TCF3,TEAD1,TEAD3,TEX2,TFAP4,TFEB,TGM2,TICAM1,TJP3,TKFC,TMCO4,TMEM134,TNFAIP8L1,TNRC18,TNS1,TNS3,TOB1,TOP3B,TPM4,TPO,TRAPPC9,TRIB1,TRIB3,TRIM41,TRIP13,TRPV4,TSEN54,TSPAN14,TTC7A,TTC7B,TXNRD2,UBAC1,UBE2L3,UBE2V1,UNC13A,UQCC1,VASP,VAV2,VEGFA,VGLL4,VILL,VPS13D,VSTM2L,WHRN,WNT3,WSCD2,XXYLT1,YDJC,ZBTB7B,ZDHHC14,ZDHHC7,ZDHHC8,ZFAT,ZFP36L1,ZFP36L2,ZFYVE28,ZMIZ1,ZMYND8,ZNF217,ZNF76,ZNF839",0,12
PAX4,ENSG00000106331,3291,True,True,True,True,True,True,9,5,4,"ARAP1,ARX,BCL2L1,FZD8,GCG,INS,ISL1,NXNL1,REG3A",3,1,2,"GCG,INS,ISL1",5,3
NOBOX,ENSG00000106410,3308,True,False,True,True,True,True,3,3,0,"BGLAP,GDF9,POU5F1",0,0,0,,3,4
NRF1,ENSG00000106459,3312,True,True,True,True,True,True,90,86,4,"ACACA,ACACB,ACKR3,ADIPOQ,ALAS2,AR,ATP1A1,ATP1A3,ATP1B1,AVPR2,BRK1,CAPNS1,CD47,CIDEA,COX17,COX6A1,CPOX,CXCR4,CYCS,DSPP,E2F1,E2F6,EIF2S1,EIF2S2,EIF5B,ENOX1,ESR1,FBXW7,FMR1,FXR2,GALNT3,GCLC,GRIA2,GRIN1,GRIN2A,GRIN2C,GRIN3A,GSS,HPCAL1,HPCAL4,IAPP,IDE,IL1RN,INS,IRF3,KIF17,KIF1A,KITLG,LPIN1,MT1A,MT2A,NFE2,NFE2L1,NOS1,NOS2,NOS3,NQO1,NR3C1,NR4A3,NRIP1,POLG,PPARGC1B,PRDX3,PRDX4,PRDX5,PRKAA1,PVR,RETREG3,RNF123,SDHB,SIRT1,SIRT6,SLC25A5,SLC2A4,SLC31A1,SLC46A1,SLC7A11,SNRPN,SP7,SPAST,SYN1,TBXAS1,TFAM,TFB2M,TNF,TNFRSF11A,TOMM34,UCP1,USO1,VSNL1",479,479,0,"ABCA7,ABCB9,ABCG1,ABHD14B,ACAP3,ACIN1,ACTB,ADAM15,ADAMTSL4,ADGRV1,AGAP3,AGRN,AHNAK,AKAP1,ALDOA,ANKRD11,ANKRD9,AP3D1,APBB2,APLP1,APOLD1,ARHGAP4,ARHGAP45,ARHGDIA,ARID1B,ARMC6,ARRDC3,ARVCF,ATOX1,ATP5F1D,ATXN2L,B9D1,BAHCC1,BAIAP2,BCAR1,BCAR3,BCL2L11,BCL9L,BCOR,BHLHE40,BICDL1,BICRAL,BRD10,BRF1,C21orf58,CAMK2B,CAMTA1,CANX,CAPNS1,CARS2,CAST,CASZ1,CBX5,CBX8,CCDC12,CCDC61,CCND1,CCND3,CDC42EP4,CDCA8,CDKN1A,CELSR3,CENPT,CFL1,CHD9,CHFR,CIC,CIRBP,CISD1,CIZ1,CLASP1,CLK3,COMMD6,COQ8B,CORO1C,COX6A1,CPEB3,CPT1A,CRTC1,CTDSP1,CUEDC1,CUL1,CXCR4,CXXC5,DALRD3,DBP,DCTN1,DEDD2,DENND2B,DENND3,DGKH,DGKQ,DGKZ,DHCR7,DIDO1,DIXDC1,DNAJB1,DNAJB12,DNM1,DNMT1,DOCK9,DPYSL2,DST,DUS3L,DUSP7,DYNLL1,EEF2,EEIG1,EFCAB2,EFHC1,EHD1,EHMT1,EIF4ENIF1,EIF5B,ELF2,EML2,EMP3,ENOPH1,EPAS1,EPB41L1,EPHB4,ERCC1,EVI5L,FAAP20,FADS1,FADS2,FAM167A,FAM222B,FANCC,FBRSL1,FBXL15,FBXL19,FBXL5,FBXO31,FIS1,FKBP5,FMR1,FOSL2,FOXO3,FOXP1,FRS3,FXR2,G3BP2,GALNT3,GATAD2A,GCLC,GET1,GIT1,GPR137,GRIN1,GRK5,GRK6,GSE1,GSK3B,GTF2I,H3-3B,HBP1,HCFC1,HDAC4,HDAC5,HES1,HIRA,HIVEP3,HLCS,HMGB1,HNRNPDL,HNRNPF,HNRNPL,HOOK2,HPCAL1,HSP90AA1,HSPB1,IBA57,IDE,IGF1R,ING1,ING5,IPMK,IPO11,IQSEC1,IRF2BP2,IRF2BPL,ITGAE,JADE2,JMJD1C,JMJD6,JUND,KANK1,KBTBD2,KCNC3,KCNN1,KCTD15,KCTD2,KDM2A,KDM4B,KDM6B,KMT5A,LAMA5,LHPP,LIG4,LIPA,LMNA,LRRC14,LTBP3,LTBP4,LUC7L2,MAD1L1,MAFG,MAML3,MAMSTR,MAP1LC3B,MAP3K11,MAP3K8,MAST1,MATCAP2,MAZ,MBD3,MBD6,MCM4,MCM9,MCMBP,MCRIP1,MCRIP2,MECOM,MED15,MEIS2,MEPCE,METTL23,MIA3,MIB1,MIB2,MICAL3,MIDEAS,MIDN,MIEF1,MIER1,MKNK2,MNT,MRGBP,MROH1,MRPL34,MRPL36,MRPS6,MSL1,MXI1,MYB,MYCBP2,MYL5,MYO18A,NADK,NARF,NCOR2,NDUFAF6,NDUFS6,NDUFV3,NEK8,NELFA,NFE2L2,NFIA,NFIB,NFIC,NFIX,NHSL3,NIPAL1,NOL4L,NPHS1,NQO1,NR1H2,NR4A1,NR4A2,NRSN2,NRXN2,NSD2,NTMT1,OAZ1,OTUD5,PABIR3,PACS2,PAICS,PCBP1,PCGF5,PCIF1,PCNA,PDE4A,PDGFA,PER1,PFKFB3,PHC2,PHF19,PIK3CD,PIM2,PKD1L2,PKIB,PKMYT1,PLEC,PLEKHG5,PMP22,PNPLA8,POLD1,POLR1C,POLR2B,POLR2H,PPAT,PPFIA3,PPM1F,PPP2R5B,PPP4R3B,PRDX3,PRDX5,PRICKLE3,PRKAG2,PRKCH,PRKDC,PRPF31,PRPSAP1,PSD,PSTK,PTCH1,PTK2,PTMA,PTPA,PTPRU,PTTG1IP,PUDP,RAB14,RAD9A,RAI1,RALGDS,RAP1GAP,RAP2B,RARA,RARG,RBPJ,RCC1,RCC2,RELT,RERE,RFX2,RHBDF2,RHOF,RMDN1,RNF38,RPL36,RPN1,RPS29,RSPH14,RSRP1,RUBCN,RUNX1,RUSC1,RXRA,SAMD11,SAMD4A,SAP30,SBNO2,SCAMP5,SDHB,SEC22C,SEMA4B,SEPTIN9,SERP1,SERTAD2,SESN1,SF1,SGMS1,SIAH1,SIL1,SIN3A,SIPA1,SIPA1L3,SIX5,SLC25A25,SLC3A2,SLC46A1,SLC4A2,SLC5A3,SLC6A6,SLC9A5,SLX4IP,SMAD3,SMAD4,SMAD7,SMARCA2,SMYD3,SNAP23,SNRPN,SNX8,SOCS1,SOD2,SOS1,SOX2,SPAST,SPECC1,SPG7,SPTBN4,SQSTM1,SRCIN1,SREBF1,SRSF1,SS18L2,SSBP4,SSH2,STAP2,STIM2,STK32C,STX4,STXBP1,SUGP2,SULT2B1,SYT5,SZRD1,TANGO2,TBC1D14,TBC1D24,TBC1D8,TBCB,TCAIM,TEF,TFAM,TFAP2A,TFAP4,TGIF1,TIPARP,TMEM104,TMEM123,TMEM187,TMEM70,TNK2,TNPO2,TOB2,TOMM34,TRAPPC3,TRAPPC9,TSC22D1,TSGA10,TTC3,TTC7A,TUBA1C,TUBB4B,TXNDC9,TXNL4A,U2AF2,UBE2D3,UBE2G1,UBE2V1,UIMC1,UQCC1,USP2,USP39,USP48,VGF,VGLL4,WDR12,WDR18,WDR37,WDR5,XRCC5,YJU2B,YWHAZ,ZBTB17,ZBTB4,ZCCHC2,ZCWPW1,ZFP30,ZFP36L2,ZFYVE28,ZMIZ1,ZNF263,ZNF329,ZNF367,ZNF395,ZNF514,ZNF584,ZNF627,ZNF782,ZNF787,ZNF846,ZSCAN5A,ZXDC",11,18
EZH2,ENSG00000106462,3314,True,False,True,True,True,True,157,122,35,"ADAMTS1,ADRB2,AKT1,ALDH1A1,APC,AR,ASCL1,ASXL3,ATOH1,AXL,BACH1,BCL2,BCL2L11,BMI1,BRCA1,CAMK4,CARM1,CBX2,CCNA2,CCND1,CCNE1,CCNE2,CD4,CDH1,CDK4,CDKN1A,CDKN1B,CDKN1C,CDKN2A,CDKN2A,CDKN2B,CHD4,CHEK1,CIITA,CPEB1,DAB2IP,DACT3,DKK1,DLG4,EMP1,EPHB2,EVX2,FBXO32,FGFR1,FOXC1,FOXP3,GAP43,GATA3,GFAP,GHRHR,GPR26,GSTP1,H2BC11,HDAC1,HLA-DRA,HLA-E,HNMT,HOXA10,HOXA7,HOXA9,HOXB13,HOXC12,HOXC13,HOXC9,HOXD1,HOXD10,HOXD13,HOXD3,HOXD9,IFNB1,IFNG,IGF1,IGFBP1,IL13,IL17A,IL17F,IL24,IL4,IL6,IL9,ITGA2,KAT2A,KDM6B,KIFBP,KITLG,KLF2,KPNB1,KRT27,KRT9,LMX1A,MAPK1,MAPK8,MARK1,ME3,MEN1,MLLT1,MMP2,MRPL41,MSMB,MST1,MYC,MYH14,MYH7,MYOG,NEUROG1,NFE2L2,NGFR,NME1,NOTCH1,ONECUT1,P2RY4,PARP12,PAX3,PAX8,PC,PCNA,PEBP1,PIP5K1C,POLR3D,PRL,PTEN,PTGS2,RAP1GAP,RASSF1,RBL2,RNF19B,RPLP0,RPS28,RRP8,RUNX3,SAFB,SATB1,SETDB1,SFRP1,SI,SLC3A2,SLIT2,SMC1A,SNAI2,SOX17,SPOCK2,SSTR1,STAG3,SUV39H1,TBX21,TBXA2R,THOP1,TMEM200A,TNF,TNFSF10,TP53,TWIST1,VCL,VDR,VIM,WNT2,ZNF423",0,0,0,,17,21
MEOX2,ENSG00000106511,3319,True,True,True,True,True,True,8,7,1,"BAX,BCL2,CDKN1A,CDKN2A,CDKN2A,MYF5,NKX3-2,RNF10",2,2,0,"CDKN1A,CDKN2A",3,6
POU6F2,ENSG00000106536,3322,True,True,True,False,True,True,5,5,0,"CDKN2A,CDKN2A,CYP19A1,NF1,TYR",1,1,0,CDKN2A,0,25
