gene_symbol,ensembl_id,token_id
WFDC12,ENSG00000168703,12410
AHCYL1,ENSG00000168710,12411
DNAJC21,ENSG00000168724,12412
PKIG,ENSG00000168734,12413
NPNT,ENSG00000168743,12414
LINC01620,ENSG00000168746,12415
CA7,ENSG00000168748,12416
FAM178B,ENSG00000168754,12417
TSPY2,ENSG00000168757,12418
SEMA4C,ENSG00000168758,12419
CNNM3,ENSG00000168763,12420
GSTM4,ENSG00000168765,12421
TET2,ENSG00000168769,12422
CXXC4,ENSG00000168772,12423
TCTN2,ENSG00000168778,12424
SHOX2,ENSG00000168779,12425
PPIP5K1,ENSG00000168781,12426
TSPAN5,ENSG00000168785,12427
ABHD15,ENSG00000168792,12428
ZBTB5,ENSG00000168795,12429
CHTF8,ENSG00000168802,12430
ADAL,ENSG00000168803,12431
LCMT2,ENSG00000168806,12432
SNTB2,ENSG00000168807,12433
IL12A,ENSG00000168811,12434
ZNF507,ENSG00000168813,12435
STX18,ENSG00000168818,12436
NSG1,ENSG00000168824,12437
ZBTB49,ENSG00000168826,12438
GFM1,ENSG00000168827,12439
OR13J1,ENSG00000168828,12440
HTR1E,ENSG00000168830,12441
FSTL5,ENSG00000168843,12442
TPTE2P5,ENSG00000168852,12443
DDX19A,ENSG00000168872,12444
ATOH8,ENSG00000168874,12445
SOX14,ENSG00000168875,12446
ANKRD49,ENSG00000168876,12447
SFTPB,ENSG00000168878,12448
USP39,ENSG00000168883,12449
TNIP2,ENSG00000168884,12450
C2orf68,ENSG00000168887,12451
TMEM150A,ENSG00000168890,12452
RNF181,ENSG00000168894,12453
VAMP5,ENSG00000168899,12454
BTNL3,ENSG00000168903,12455
LRRC28,ENSG00000168904,12456
MAT2A,ENSG00000168906,12457
PLA2G4F,ENSG00000168907,12458
ENHO,ENSG00000168913,12459
ZNF608,ENSG00000168916,12460
SLC35G2,ENSG00000168917,12461
INPP5D,ENSG00000168918,12462
LETM1,ENSG00000168924,12463
CTRB1,ENSG00000168925,12464
CTRB2,ENSG00000168928,12465
TRIM49,ENSG00000168930,12466
TMEM129,ENSG00000168936,12467
PPIC,ENSG00000168938,12468
SPRY3,ENSG00000168939,12469
CEP120,ENSG00000168944,12470
STXBP6,ENSG00000168952,12471
TM4SF20,ENSG00000168955,12472
MFF,ENSG00000168958,12473
GRM5,ENSG00000168959,12474
LGALS9,ENSG00000168961,12475
PMCHL1,ENSG00000168967,12476
JMJD7-PLA2G4B,ENSG00000168970,12477
OR7E102P,ENSG00000168992,12478
CPLX1,ENSG00000168993,12479
PXDC1,ENSG00000168994,12480
SIGLEC7,ENSG00000168995,12481
NTSR2,ENSG00000169006,12482
E2F6,ENSG00000169016,12483
FEM1B,ENSG00000169018,12484
COMMD8,ENSG00000169019,12485
ATP5ME,ENSG00000169020,12486
UQCRFS1,ENSG00000169021,12487
SLC49A3,ENSG00000169026,12488
COL4A3,ENSG00000169031,12489
MAP2K1,ENSG00000169032,12490
KLK7,ENSG00000169035,12491
PMCHL2,ENSG00000169040,12492
HNRNPH1,ENSG00000169045,12493
IRS1,ENSG00000169047,12494
MECP2,ENSG00000169057,12495
VCX3A,ENSG00000169059,12496
UPF3A,ENSG00000169062,12497
ZBBX,ENSG00000169064,12498
ACTBL2,ENSG00000169067,12499
ROR2,ENSG00000169071,12500
BRD7P3,ENSG00000169075,12501
AR,ENSG00000169083,12502
DHRSX,ENSG00000169084,12503
VXN,ENSG00000169085,12504
HSPBAP1,ENSG00000169087,12505
ASMTL,ENSG00000169093,12506
SLC25A6,ENSG00000169100,12507
CHST14,ENSG00000169105,12508
PARM1,ENSG00000169116,12509
CSNK1G1,ENSG00000169118,12510
FAM110B,ENSG00000169122,12511
ODAD2,ENSG00000169126,12512
AFAP1L2,ENSG00000169129,12513
ZNF354A,ENSG00000169131,12514
ATF5,ENSG00000169136,12515
UBE2V2,ENSG00000169139,12516
GOT1L1,ENSG00000169154,12517
ZBTB43,ENSG00000169155,12518
ENSG00000169164,ENSG00000169164,12519
CPT1C,ENSG00000169169,12520
PCSK9,ENSG00000169174,12521
XPO6,ENSG00000169180,12522
GSG1L,ENSG00000169181,12523
MN1,ENSG00000169184,12524
APEX2,ENSG00000169188,12525
NSMCE1,ENSG00000169189,12526
CCDC126,ENSG00000169193,12527
IL13,ENSG00000169194,12528
NPIPB12,ENSG00000169203,12529
OR10G3,ENSG00000169208,12530
RAB3B,ENSG00000169213,12531
OR6F1,ENSG00000169214,12532
CD2BP2,ENSG00000169217,12533
RSPO1,ENSG00000169218,12534
RGS14,ENSG00000169220,12535
TBC1D10B,ENSG00000169221,12536
LMAN2,ENSG00000169223,12537
GCSAML,ENSG00000169224,12538
RAB24,ENSG00000169228,12539
PRELID1,ENSG00000169230,12540
THBS3,ENSG00000169231,12541
CA5B,ENSG00000169239,12542
SLC50A1,ENSG00000169241,12543
EFNA1,ENSG00000169242,12544
CXCL10,ENSG00000169245,12545
NPIPB3,ENSG00000169246,12546
SH3TC2,ENSG00000169247,12547
CXCL11,ENSG00000169248,12548
ZRSR2,ENSG00000169249,12549
NMD3,ENSG00000169251,12550
ADRB2,ENSG00000169252,12551
RPL36P14,ENSG00000169253,12552
B3GALNT1,ENSG00000169255,12553
GPRIN1,ENSG00000169258,12554
HSPB3,ENSG00000169271,12555
KCNAB1,ENSG00000169282,12556
MRPL1,ENSG00000169288,12557
SHE,ENSG00000169291,12558
NR0B1,ENSG00000169297,12559
PGM2,ENSG00000169299,12560
STK32A,ENSG00000169302,12561
IL1RAPL1,ENSG00000169306,12562
P2RY12,ENSG00000169313,12563
C22orf15,ENSG00000169314,12564
GUSBP12,ENSG00000169325,12565
OR5AU1,ENSG00000169327,12566
MINAR1,ENSG00000169330,12567
PDILT,ENSG00000169340,12568
UMOD,ENSG00000169344,12569
GP2,ENSG00000169347,12570
SLC33A1,ENSG00000169359,12571
SNUPN,ENSG00000169371,12572
CRADD,ENSG00000169372,12573
SIN3A,ENSG00000169375,12574
ARL13B,ENSG00000169379,12575
RNASE2,ENSG00000169385,12576
ELSPBP1,ENSG00000169393,12577
RNASE3,ENSG00000169397,12578
PTK2,ENSG00000169398,12579
RSPH10B2,ENSG00000169402,12580
PTAFR,ENSG00000169403,12581
PTPN9,ENSG00000169410,12582
RNASE6,ENSG00000169413,12583
NPR1,ENSG00000169418,12584
KCNK9,ENSG00000169427,12585
CXCL8,ENSG00000169429,12586
SCN9A,ENSG00000169432,12587
RASSF6,ENSG00000169435,12588
COL22A1,ENSG00000169436,12589
SDC2,ENSG00000169439,12590
CD52,ENSG00000169442,12591
MMGT1,ENSG00000169446,12592
SPRR1B,ENSG00000169469,12593
SPRR1A,ENSG00000169474,12594
OR4K14,ENSG00000169484,12595
OR4K15,ENSG00000169488,12596
TM2D2,ENSG00000169490,12597
HTRA4,ENSG00000169495,12598
PLEKHA2,ENSG00000169499,12599
CLIC4,ENSG00000169504,12600
SLC38A11,ENSG00000169507,12601
GPR183,ENSG00000169508,12602
CRCT1,ENSG00000169509,12603
CCDC8,ENSG00000169515,12604
METTL15,ENSG00000169519,12605
ZNF280A,ENSG00000169548,12606
MUC15,ENSG00000169550,12607
CT55,ENSG00000169551,12608
ZEB2,ENSG00000169554,12609
GJB1,ENSG00000169562,12610
PCBP1,ENSG00000169564,12611
HINT1,ENSG00000169567,12612
DTWD2,ENSG00000169570,12613
VPREB1,ENSG00000169575,12614
CLIC3,ENSG00000169583,12615
INO80E,ENSG00000169592,12616
BNC1,ENSG00000169594,12617
DFFB,ENSG00000169598,12618
NFU1,ENSG00000169599,12619
ANTXR1,ENSG00000169604,12620
GKN1,ENSG00000169605,12621
CKAP2L,ENSG00000169607,12622
C15orf40,ENSG00000169609,12623
RAMAC,ENSG00000169612,12624
PROKR1,ENSG00000169618,12625
APLF,ENSG00000169621,12626
BOLA2B,ENSG00000169627,12627
RGPD8,ENSG00000169629,12628
HIC2,ENSG00000169635,12629
LUZP1,ENSG00000169641,12630
HEXD,ENSG00000169660,12631
BCRP6,ENSG00000169662,12632
BCRP2,ENSG00000169668,12633
DRD5,ENSG00000169676,12634
BUB1,ENSG00000169679,12635
SPNS1,ENSG00000169682,12636
LRRC45,ENSG00000169683,12637
CHRNA5,ENSG00000169684,12638
MT1B,ENSG00000169688,12639
CENPX,ENSG00000169689,12640
AGPAT2,ENSG00000169692,12641
ASPSCR1,ENSG00000169696,12642
GP9,ENSG00000169704,12643
FASN,ENSG00000169710,12644
CNBP,ENSG00000169714,12645
MT1E,ENSG00000169715,12646
ACTRT2,ENSG00000169717,12647
DUS1L,ENSG00000169718,12648
GPS1,ENSG00000169727,12649
RFNG,ENSG00000169733,12650
DCXR,ENSG00000169738,12651
ZNF32,ENSG00000169740,12652
LDB2,ENSG00000169744,12653
RAC3,ENSG00000169750,12654
NRG4,ENSG00000169752,12655
LIMS1,ENSG00000169756,12656
TMEM266,ENSG00000169758,12657
NLGN1,ENSG00000169760,12658
TAPT1,ENSG00000169762,12659
PRYP3,ENSG00000169763,12660
UGP2,ENSG00000169764,12661
TAS2R1,ENSG00000169777,12662
LINGO1,ENSG00000169783,12663
PRY,ENSG00000169789,12664
RBMY1F,ENSG00000169800,12665
PRY2,ENSG00000169807,12666
RBMY1HP,ENSG00000169811,12667
HNRNPF,ENSG00000169813,12668
BTD,ENSG00000169814,12669
CSGALNACT2,ENSG00000169826,12670
TACR3,ENSG00000169836,12671
GSX1,ENSG00000169840,12672
TSPY14P,ENSG00000169849,12673
PCDH7,ENSG00000169851,12674
ROBO1,ENSG00000169855,12675
ONECUT1,ENSG00000169856,12676
AVEN,ENSG00000169857,12677
P2RY1,ENSG00000169860,12678
CTNND2,ENSG00000169862,12679
TRIM56,ENSG00000169871,12680
MUC17,ENSG00000169876,12681
AHSP,ENSG00000169877,12682
WNT10B,ENSG00000169884,12683
CALML6,ENSG00000169885,12684
REPS2,ENSG00000169891,12685
MUC3A,ENSG00000169894,12686
SYAP1,ENSG00000169895,12687
ITGAM,ENSG00000169896,12688
PYDC1,ENSG00000169900,12689
TPST1,ENSG00000169902,12690
TM4SF4,ENSG00000169903,12691
TOR1AIP2,ENSG00000169905,12692
S100G,ENSG00000169906,12693
TM4SF1,ENSG00000169908,12694
OTUD3,ENSG00000169914,12695
OTUD7A,ENSG00000169918,12696
GUSB,ENSG00000169919,12697
BRD3,ENSG00000169925,12698
KLF13,ENSG00000169926,12699
FRMPD4,ENSG00000169933,12700
ZFPM2,ENSG00000169946,12701
ZNF764,ENSG00000169951,12702
HSFY2,ENSG00000169953,12703
ZNF747,ENSG00000169955,12704
ZNF768,ENSG00000169957,12705
TAS1R3,ENSG00000169962,12706
TMEM42,ENSG00000169964,12707
MAP3K2,ENSG00000169967,12708
PUSL1,ENSG00000169972,12709
SF3B5,ENSG00000169976,12710
ZNF35,ENSG00000169981,12711
TIGD4,ENSG00000169989,12712
IFFO2,ENSG00000169991,12713
NLGN2,ENSG00000169992,12714
MYO7B,ENSG00000169994,12715
CHD3,ENSG00000170004,12716
TMEM154,ENSG00000170006,12717
MYRIP,ENSG00000170011,12718
ALCAM,ENSG00000170017,12719
YWHAG,ENSG00000170027,12720
UBE2E3,ENSG00000170035,12721
CNTROB,ENSG00000170037,12722
TRAPPC1,ENSG00000170043,12723
ZPLD1,ENSG00000170044,12724
KCNAB3,ENSG00000170049,12725
SERPINA9,ENSG00000170054,12726
FAM153A,ENSG00000170074,12727
GPR37L1,ENSG00000170075,12728
SIMC1,ENSG00000170085,12729
TMEM192,ENSG00000170088,12730
ENSG00000170089,ENSG00000170089,12731
NSG2,ENSG00000170091,12732
SPDYE5,ENSG00000170092,12733
SERPINA6,ENSG00000170099,12734
ZNF778,ENSG00000170100,12735
NIPA1,ENSG00000170113,12736
FOXD4,ENSG00000170122,12737
GPR25,ENSG00000170128,12738
UBE2E1,ENSG00000170142,12739
HNRNPA3,ENSG00000170144,12740
SIK2,ENSG00000170145,12741
RNF150,ENSG00000170153,12742
CCDC144A,ENSG00000170160,12743
FAM88B,ENSG00000170161,12744
VGLL2,ENSG00000170162,12745
HOXD4,ENSG00000170166,12746
CHRNB1,ENSG00000170175,12747
HOXD12,ENSG00000170178,12748
GYPA,ENSG00000170180,12749
USP38,ENSG00000170185,12750
SLC16A5,ENSG00000170190,12751
NANP,ENSG00000170191,12752
ANKK1,ENSG00000170209,12753
ADRA1B,ENSG00000170214,12754
ADPRM,ENSG00000170222,12755
FABP6,ENSG00000170231,12756
PWWP2A,ENSG00000170234,12757
USP50,ENSG00000170236,12758
USP47,ENSG00000170242,12759
PDCD6IP,ENSG00000170248,12760
MRGPRX1,ENSG00000170255,12761
ZNF212,ENSG00000170260,12762
MRAP,ENSG00000170262,12763
FAM161A,ENSG00000170264,12764
ZNF282,ENSG00000170265,12765
GLB1,ENSG00000170266,12766
GON7,ENSG00000170270,12767
FAXDC2,ENSG00000170271,12768
CRTAP,ENSG00000170275,12769
HSPB2,ENSG00000170276,12770
C7orf33,ENSG00000170279,12771
CNGB3,ENSG00000170289,12772
SLN,ENSG00000170290,12773
ELP5,ENSG00000170291,12774
CMTM8,ENSG00000170293,12775
GABARAP,ENSG00000170296,12776
LGALS9B,ENSG00000170298,12777
STX8,ENSG00000170310,12778
CDK1,ENSG00000170312,12779
UBB,ENSG00000170315,12780
NFRKB,ENSG00000170322,12781
FABP4,ENSG00000170323,12782
FRMPD2,ENSG00000170324,12783
PRDM10,ENSG00000170325,12784
B3GNT2,ENSG00000170340,12785
FOS,ENSG00000170345,12786
TMED10,ENSG00000170348,12787
OR2A20P,ENSG00000170356,12788
SETMAR,ENSG00000170364,12789
SMAD1,ENSG00000170365,12790
CST5,ENSG00000170367,12791
CST2,ENSG00000170369,12792
EMX2,ENSG00000170370,12793
CST1,ENSG00000170373,12794
SP7,ENSG00000170374,12795
TCAF2,ENSG00000170379,12796
SEMA3E,ENSG00000170381,12797
LRRN2,ENSG00000170382,12798
SLC30A1,ENSG00000170385,12799
DCLK2,ENSG00000170390,12800
ZNF804A,ENSG00000170396,12801
ENSG00000170409,ENSG00000170409,12802
GPRC5C,ENSG00000170412,12803
TMEM182,ENSG00000170417,12804
VSTM2A,ENSG00000170419,12805
KRT8,ENSG00000170421,12806
KRT78,ENSG00000170423,12807
ADORA2B,ENSG00000170425,12808
SDR9C7,ENSG00000170426,12809
MGMT,ENSG00000170430,12810
METTL7B,ENSG00000170439,12811
KRT86,ENSG00000170442,12812
HARS1,ENSG00000170445,12813
NFXL1,ENSG00000170448,12814
KRT75,ENSG00000170454,12815
DENND5B,ENSG00000170456,12816
CD14,ENSG00000170458,12817
DNAJC18,ENSG00000170464,12818
KRT6C,ENSG00000170465,12819
RIOX1,ENSG00000170468,12820
SPATA24,ENSG00000170469,12821
RALGAPB,ENSG00000170471,12822
PYM1,ENSG00000170473,12823
MZB1,ENSG00000170476,12824
KRT4,ENSG00000170477,12825
SLC23A1,ENSG00000170482,12826
KRT74,ENSG00000170484,12827
NPAS2,ENSG00000170485,12828
KRT72,ENSG00000170486,12829
KISS1,ENSG00000170498,12830
LONRF2,ENSG00000170500,12831
NUDT9,ENSG00000170502,12832
HSD17B13,ENSG00000170509,12833
PA2G4,ENSG00000170515,12834
COX7B2,ENSG00000170516,12835
ELOVL6,ENSG00000170522,12836
KRT83,ENSG00000170523,12837
PFKFB3,ENSG00000170525,12838
TMC7,ENSG00000170537,12839
ARL6IP1,ENSG00000170540,12840
SERPINB9,ENSG00000170542,12841
SMAGP,ENSG00000170545,12842
IRX1,ENSG00000170549,12843
CDH2,ENSG00000170558,12844
IRX2,ENSG00000170561,12845
EMB,ENSG00000170571,12846
SIX2,ENSG00000170577,12847
DLGAP1,ENSG00000170579,12848
STAT2,ENSG00000170581,12849
NUDCD2,ENSG00000170584,12850
IRF2BP1,ENSG00000170604,12851
OR9K2,ENSG00000170605,12852
HSPA4,ENSG00000170606,12853
FOXA3,ENSG00000170608,12854
GARIN3,ENSG00000170613,12855
SLC26A5,ENSG00000170615,12856
COMMD5,ENSG00000170619,12857
SGCD,ENSG00000170624,12858
GTSF1,ENSG00000170627,12859
DPY19L2P2,ENSG00000170629,12860
ZNF16,ENSG00000170631,12861
ARMC10,ENSG00000170632,12862
RNF34,ENSG00000170633,12863
ACYP2,ENSG00000170634,12864
TRABD,ENSG00000170638,12865
ATF7,ENSG00000170653,12866
RASA4B,ENSG00000170667,12867
SOCS6,ENSG00000170677,12868
CAVIN4,ENSG00000170681,12869
OR10A3,ENSG00000170683,12870
ZNF296,ENSG00000170684,12871
OR5E1P,ENSG00000170688,12872
HOXB9,ENSG00000170689,12873
TTLL6,ENSG00000170703,12874
POLH,ENSG00000170734,12875
SYT9,ENSG00000170743,12876
KCNS3,ENSG00000170745,12877
RBMXL2,ENSG00000170748,12878
KIF5B,ENSG00000170759,12879
GPR37,ENSG00000170775,12880
AKAP13,ENSG00000170776,12881
TPD52L3,ENSG00000170777,12882
CDCA4,ENSG00000170779,12883
OR10A4,ENSG00000170782,12884
SDR16C5,ENSG00000170786,12885
DYDC1,ENSG00000170788,12886
OR10A2,ENSG00000170790,12887
CHCHD7,ENSG00000170791,12888
HTRA3,ENSG00000170801,12889
FOXN2,ENSG00000170802,12890
LMOD2,ENSG00000170807,12891
BFSP2,ENSG00000170819,12892
FSHR,ENSG00000170820,12893
CELP,ENSG00000170827,12894
USP32,ENSG00000170832,12895
CEL,ENSG00000170835,12896
PPM1D,ENSG00000170836,12897
GPR27,ENSG00000170837,12898
ENSG00000170846,ENSG00000170846,12899
PSG6,ENSG00000170848,12900
KBTBD2,ENSG00000170852,12901
RIOX2,ENSG00000170854,12902
TRIAP1,ENSG00000170855,12903
LILRP2,ENSG00000170858,12904
LSM3,ENSG00000170860,12905
KIAA0232,ENSG00000170871,12906
MTSS1,ENSG00000170873,12907
TMEM43,ENSG00000170876,12908
RNF139,ENSG00000170881,12909
RPS9,ENSG00000170889,12910
PLA2G1B,ENSG00000170890,12911
CYTL1,ENSG00000170891,12912
TSEN34,ENSG00000170892,12913
TRH,ENSG00000170893,12914
GSTA4,ENSG00000170899,12915
MSANTD4,ENSG00000170903,12916
NDUFA3,ENSG00000170906,12917
OSCAR,ENSG00000170909,12918
PAQR8,ENSG00000170915,12919
NUDT6,ENSG00000170917,12920
TPT1-AS1,ENSG00000170919,12921
OR7G3,ENSG00000170920,12922
TANC2,ENSG00000170921,12923
OR7G2,ENSG00000170923,12924
TEX13B,ENSG00000170925,12925
PKHD1,ENSG00000170927,12926
OR1M1,ENSG00000170929,12927
NCBP2L,ENSG00000170935,12928
DNAJC24,ENSG00000170946,12929
MBD3L1,ENSG00000170948,12930
ZNF160,ENSG00000170949,12931
PGK2,ENSG00000170950,12932
OR8B12,ENSG00000170953,12933
ZNF415,ENSG00000170954,12934
CAVIN3,ENSG00000170955,12935
CEACAM3,ENSG00000170956,12936
DCDC1,ENSG00000170959,12937
HAS2,ENSG00000170961,12938
PDGFD,ENSG00000170962,12939
PLAC1,ENSG00000170965,12940
DDI1,ENSG00000170967,12941
LINC00208,ENSG00000170983,12942
S1PR1,ENSG00000170989,12943
HS6ST2,ENSG00000171004,12944
OR4D5,ENSG00000171014,12945
PYGO1,ENSG00000171016,12946
LRRC8E,ENSG00000171017,12947
PKIA,ENSG00000171033,12948
XKR6,ENSG00000171044,12949
TSNARE1,ENSG00000171045,12950
FPR2,ENSG00000171049,12951
FPR1,ENSG00000171051,12952
PATE1,ENSG00000171053,12953
OR13H1,ENSG00000171054,12954
FEZ2,ENSG00000171055,12955
SOX7,ENSG00000171056,12956
C8orf74,ENSG00000171060,12957
C11orf24,ENSG00000171067,12958
FAM86JP,ENSG00000171084,12959
ALK,ENSG00000171094,12960
KYAT1,ENSG00000171097,12961
MTM1,ENSG00000171100,12962
SIGLEC17P,ENSG00000171101,12963
OBP2B,ENSG00000171102,12964
TRMT61B,ENSG00000171103,12965
INSR,ENSG00000171105,12966
MFN1,ENSG00000171109,12967
GIMAP8,ENSG00000171115,12968
HSFX1,ENSG00000171116,12969
NRTN,ENSG00000171119,12970
KCNMB3,ENSG00000171121,12971
FUT3,ENSG00000171124,12972
KCNG3,ENSG00000171126,12973
ATP6V0E2,ENSG00000171130,12974
PRKCE,ENSG00000171132,12975
OR2K2,ENSG00000171133,12976
JAGN1,ENSG00000171135,12977
RLN3,ENSG00000171136,12978
TADA3,ENSG00000171148,12979
SOCS5,ENSG00000171150,12980
C1GALT1C1,ENSG00000171155,12981
BBLN,ENSG00000171159,12982
MORN4,ENSG00000171160,12983
ZNF672,ENSG00000171161,12984
ZNF692,ENSG00000171163,12985
NAIF1,ENSG00000171169,12986
RBKS,ENSG00000171174,12987
OR2M4,ENSG00000171180,12988
GRIK1,ENSG00000171189,12989
MUC7,ENSG00000171195,12990
OPRPN,ENSG00000171199,12991
SMR3B,ENSG00000171201,12992
TMEM126A,ENSG00000171202,12993
TMEM126B,ENSG00000171204,12994
TRIM8,ENSG00000171206,12995
NETO2,ENSG00000171208,12996
CSN3,ENSG00000171209,12997
CLDN20,ENSG00000171217,12998
CDC42BPG,ENSG00000171219,12999
SCAND1,ENSG00000171222,13000
JUNB,ENSG00000171223,13001
FAM241B,ENSG00000171224,13002
TMEM37,ENSG00000171227,13003
UGT2B7,ENSG00000171234,13004
LRG1,ENSG00000171236,13005
SHCBP1,ENSG00000171241,13006
SOSTDC1,ENSG00000171243,13007
NPTX1,ENSG00000171246,13008
FAM98B,ENSG00000171262,13009
ZNF439,ENSG00000171291,13010
ZNF440,ENSG00000171295,13011
GAA,ENSG00000171298,13012
CANT1,ENSG00000171302,13013
KCNK3,ENSG00000171303,13014
ZDHHC16,ENSG00000171307,13015
CHST11,ENSG00000171310,13016
EXOSC1,ENSG00000171311,13017
PGAM1,ENSG00000171314,13018
CHD7,ENSG00000171316,13019
ESCO2,ENSG00000171320,13020
KRT19,ENSG00000171345,13021
KRT15,ENSG00000171346,13022
LURAP1,ENSG00000171357,13023
KRT38,ENSG00000171360,13024
CLCN5,ENSG00000171365,13025
TPPP,ENSG00000171368,13026
KCND3,ENSG00000171385,13027
APLN,ENSG00000171388,13028
KRTAP4-4,ENSG00000171396,13029
KRT13,ENSG00000171401,13030
XAGE3,ENSG00000171402,13031
KRT9,ENSG00000171403,13032
XAGE5,ENSG00000171405,13033
PDE7B,ENSG00000171408,13034
MRPL36,ENSG00000171421,13035
ZNF581,ENSG00000171425,13036
NAT1,ENSG00000171428,13037
KRT20,ENSG00000171431,13038
GLOD5,ENSG00000171433,13039
KSR2,ENSG00000171435,13040
ZNF524,ENSG00000171443,13041
MCC,ENSG00000171444,13042
KRT27,ENSG00000171446,13043
ZBTB26,ENSG00000171448,13044
CDK5R2,ENSG00000171450,13045
DSEL,ENSG00000171451,13046
POLR1C,ENSG00000171453,13047
ASXL1,ENSG00000171456,13048
OR1L6,ENSG00000171459,13049
DLK2,ENSG00000171462,13050
ZNF562,ENSG00000171466,13051
ZNF318,ENSG00000171467,13052
ZNF561,ENSG00000171469,13053
WIPF2,ENSG00000171475,13054
HOPX,ENSG00000171476,13055
SPACA5B,ENSG00000171478,13056
OR1L3,ENSG00000171481,13057
SSX6P,ENSG00000171483,13058
NLRP5,ENSG00000171487,13059
LRRC8C,ENSG00000171488,13060
SPACA5,ENSG00000171489,13061
RSL1D1,ENSG00000171490,13062
LRRC8D,ENSG00000171492,13063
MROH2B,ENSG00000171495,13064
OR1L8,ENSG00000171496,13065
PPID,ENSG00000171497,13066
OR1N2,ENSG00000171501,13067
COL24A1,ENSG00000171502,13068
ETFDH,ENSG00000171503,13069
OR1N1,ENSG00000171505,13070
RXFP1,ENSG00000171509,13071
LPAR3,ENSG00000171517,13072
PTGER4,ENSG00000171522,13073
TBCA,ENSG00000171530,13074
NEUROD2,ENSG00000171532,13075
MAP6,ENSG00000171533,13076
OTP,ENSG00000171540,13077
ECEL1,ENSG00000171551,13078
BCL2L1,ENSG00000171552,13079
FGG,ENSG00000171557,13080
FGA,ENSG00000171560,13081
OR2AT4,ENSG00000171561,13082
FGB,ENSG00000171564,13083
PLRG1,ENSG00000171566,13084
RAB4B-EGLN2,ENSG00000171570,13085
ZNF584,ENSG00000171574,13086
DSCAM,ENSG00000171587,13087
DNAI2,ENSG00000171595,13088
NMUR1,ENSG00000171596,13089
CLSTN1,ENSG00000171603,13090
CXXC5,ENSG00000171604,13091
ZNF274,ENSG00000171606,13092
PIK3CD,ENSG00000171608,13093
PTCRA,ENSG00000171611,13094
SLC25A33,ENSG00000171612,13095
ENC1,ENSG00000171617,13096
SPSB1,ENSG00000171621,13097
P2RY6,ENSG00000171631,13098
BPTF,ENSG00000171634,13099
S100Z,ENSG00000171643,13100
ZIK1,ENSG00000171649,13101
GPR82,ENSG00000171657,13102
NMRAL2P,ENSG00000171658,13103
GPR34,ENSG00000171659,13104
SHANK2-AS3,ENSG00000171671,13105
PLEKHG5,ENSG00000171680,13106
ATF7IP,ENSG00000171681,13107
LKAAEAR1,ENSG00000171695,13108
RGS19,ENSG00000171700,13109
TCEA2,ENSG00000171703,13110
DEFB4A,ENSG00000171711,13111
ANO5,ENSG00000171714,13112
HDAC3,ENSG00000171720,13113
SPATA46,ENSG00000171722,13114
GPHN,ENSG00000171723,13115
VAT1L,ENSG00000171724,13116
TMEM51,ENSG00000171729,13117
CAMTA1,ENSG00000171735,13118
LGALS4,ENSG00000171747,13119
LRRC34,ENSG00000171757,13120
PAH,ENSG00000171759,13121
SPATA5L1,ENSG00000171763,13122
GATM,ENSG00000171766,13123
SYCE1,ENSG00000171772,13124
NXNL1,ENSG00000171773,13125
RASGRP4,ENSG00000171777,13126
NHLH1,ENSG00000171786,13127
SLFNL1,ENSG00000171790,13128
BCL2,ENSG00000171791,13129
RHNO1,ENSG00000171792,13130
CTPS1,ENSG00000171793,13131
UTF1,ENSG00000171794,13132
KNDC1,ENSG00000171798,13133
WDR87,ENSG00000171804,13134
METTL18,ENSG00000171806,13135
CFAP46,ENSG00000171811,13136
COL8A2,ENSG00000171812,13137
PWWP2B,ENSG00000171813,13138
PCDHB1,ENSG00000171815,13139
ZNF540,ENSG00000171817,13140
ANGPTL7,ENSG00000171819,13141
FBXL14,ENSG00000171823,13142
EXOSC10,ENSG00000171824,13143
ZNF570,ENSG00000171827,13144
NINJ2,ENSG00000171840,13145
MLLT3,ENSG00000171843,13146
FAM90A1,ENSG00000171847,13147
RRM2,ENSG00000171848,13148
TRAPPC12,ENSG00000171853,13149
IFNB1,ENSG00000171855,13150
RPS21,ENSG00000171858,13151
C3AR1,ENSG00000171860,13152
MRM3,ENSG00000171861,13153
PTEN,ENSG00000171862,13154
RPS7,ENSG00000171863,13155
PRND,ENSG00000171864,13156
RNASEH1,ENSG00000171865,13157
PRNP,ENSG00000171867,13158
KLF17,ENSG00000171872,13159
ADRA1D,ENSG00000171873,13160
FRMD5,ENSG00000171877,13161
AQP4,ENSG00000171885,13162
MIR31HG,ENSG00000171889,13163
CYP4F11,ENSG00000171903,13164
TLN2,ENSG00000171914,13165
LGALS9C,ENSG00000171916,13166
TVP23B,ENSG00000171928,13167
FBXW10,ENSG00000171931,13168
OR10H3,ENSG00000171936,13169
ZNF217,ENSG00000171940,13170
OR10H2,ENSG00000171942,13171
SRGAP2C,ENSG00000171943,13172
OR52A5,ENSG00000171944,13173
SCG2,ENSG00000171951,13174
ATPAF2,ENSG00000171953,13175
CYP4F22,ENSG00000171954,13176
FOXB1,ENSG00000171956,13177
PPIH,ENSG00000171960,13178
DRC3,ENSG00000171962,13179
ZNF57,ENSG00000171970,13180
SHLD1,ENSG00000171984,13181
C11orf40,ENSG00000171987,13182
JMJD1C,ENSG00000171988,13183
LDHAL6B,ENSG00000171989,13184
SYNPO,ENSG00000171992,13185
OR52P2P,ENSG00000171999,13186
