gene_symbol,ensembl_id,token_id
TSPAN6,ENSG00000000003,3
TNMD,ENSG00000000005,4
DPM1,ENSG00000000419,5
SCYL3,ENSG00000000457,6
C1orf112,ENSG00000000460,7
FGR,ENSG00000000938,8
CFH,ENSG00000000971,9
FUCA2,ENSG00000001036,10
GCLC,ENSG00000001084,11
NFYA,ENSG00000001167,12
STPG1,ENSG00000001460,13
NIPAL3,ENSG00000001461,14
LAS1L,ENSG00000001497,15
ENPP4,ENSG00000001561,16
SEMA3F,ENSG00000001617,17
CFTR,ENSG00000001626,18
ANKIB1,ENSG00000001629,19
CYP51A1,ENSG00000001630,20
KRIT1,ENSG00000001631,21
RAD52,ENSG00000002016,22
MYH16,ENSG00000002079,23
BAD,ENSG00000002330,24
LAP3,ENSG00000002549,25
CD99,ENSG00000002586,26
HS3ST1,ENSG00000002587,27
AOC1,ENSG00000002726,28
WNT16,ENSG00000002745,29
HECW1,ENSG00000002746,30
MAD1L1,ENSG00000002822,31
LASP1,ENSG00000002834,32
SNX11,ENSG00000002919,33
TMEM176A,ENSG00000002933,34
M6PR,ENSG00000003056,35
KLHL13,ENSG00000003096,36
CYP26B1,ENSG00000003137,37
ICA1,ENSG00000003147,38
DBNDD1,ENSG00000003249,39
ALS2,ENSG00000003393,40
CASP10,ENSG00000003400,41
CFLAR,ENSG00000003402,42
TFPI,ENSG00000003436,43
NDUFAF7,ENSG00000003509,44
RBM5,ENSG00000003756,45
MTMR7,ENSG00000003987,46
SLC7A2,ENSG00000003989,47
ARF5,ENSG00000004059,48
SARM1,ENSG00000004139,49
POLDIP2,ENSG00000004142,50
PLXND1,ENSG00000004399,51
AK2,ENSG00000004455,52
CD38,ENSG00000004468,53
FKBP4,ENSG00000004478,54
KDM1A,ENSG00000004487,55
RBM6,ENSG00000004534,56
CAMKK1,ENSG00000004660,57
RECQL,ENSG00000004700,58
VPS50,ENSG00000004766,59
HSPB6,ENSG00000004776,60
ARHGAP33,ENSG00000004777,61
NDUFAB1,ENSG00000004779,62
PDK4,ENSG00000004799,63
SLC22A16,ENSG00000004809,64
ZMYND10,ENSG00000004838,65
ABCB5,ENSG00000004846,66
ARX,ENSG00000004848,67
SLC25A13,ENSG00000004864,68
ST7,ENSG00000004866,69
CDC27,ENSG00000004897,70
SLC4A1,ENSG00000004939,71
CALCR,ENSG00000004948,72
HCCS,ENSG00000004961,73
DVL2,ENSG00000004975,74
PRSS22,ENSG00000005001,75
UPF1,ENSG00000005007,76
SKAP2,ENSG00000005020,77
SLC25A5,ENSG00000005022,78
MCUB,ENSG00000005059,79
HOXA11,ENSG00000005073,80
POLR2J,ENSG00000005075,81
DHX33,ENSG00000005100,82
MEOX1,ENSG00000005102,83
THSD7A,ENSG00000005108,84
LIG3,ENSG00000005156,85
RPAP3,ENSG00000005175,86
ACSM3,ENSG00000005187,87
REXO5,ENSG00000005189,88
CIAPIN1,ENSG00000005194,89
SPPL2B,ENSG00000005206,90
ATOSB,ENSG00000005238,91
COPZ2,ENSG00000005243,92
PRKAR2B,ENSG00000005249,93
MSL3,ENSG00000005302,94
CREBBP,ENSG00000005339,95
TSPOAP1,ENSG00000005379,96
MPO,ENSG00000005381,97
PON1,ENSG00000005421,98
GCFC2,ENSG00000005436,99
WDR54,ENSG00000005448,100
CROT,ENSG00000005469,101
ABCB4,ENSG00000005471,102
KMT2E,ENSG00000005483,103
RHBDD2,ENSG00000005486,104
SOX8,ENSG00000005513,105
IBTK,ENSG00000005700,106
ZNF195,ENSG00000005801,107
MYCBP2,ENSG00000005810,108
FBXL3,ENSG00000005812,109
ITGAL,ENSG00000005844,110
PDK2,ENSG00000005882,111
ITGA3,ENSG00000005884,112
ZFX,ENSG00000005889,113
LAMP2,ENSG00000005893,114
ITGA2B,ENSG00000005961,115
ASB4,ENSG00000005981,116
GDE1,ENSG00000006007,117
REX1BD,ENSG00000006015,118
CRLF1,ENSG00000006016,119
OSBPL7,ENSG00000006025,120
TMEM98,ENSG00000006042,121
YBX2,ENSG00000006047,122
KRT33A,ENSG00000006059,123
MAP3K14,ENSG00000006062,124
ABCC8,ENSG00000006071,125
CACNG3,ENSG00000006116,126
TMEM132A,ENSG00000006118,127
AP2B1,ENSG00000006125,128
TAC1,ENSG00000006128,129
ZNF263,ENSG00000006194,130
CX3CL1,ENSG00000006210,131
SPATA20,ENSG00000006282,132
CACNA1G,ENSG00000006283,133
TNFRSF12A,ENSG00000006327,134
DLX6,ENSG00000006377,135
MAP3K9,ENSG00000006432,136
RALA,ENSG00000006451,137
BAIAP2L1,ENSG00000006453,138
KDM7A,ENSG00000006459,139
ETV1,ENSG00000006468,140
AGK,ENSG00000006530,141
ALDH3B1,ENSG00000006534,142
TTC22,ENSG00000006555,143
PHTF2,ENSG00000006576,144
CCL26,ENSG00000006606,145
FARP2,ENSG00000006607,146
USH1C,ENSG00000006611,147
GGCT,ENSG00000006625,148
DBF4,ENSG00000006634,149
TBXA2R,ENSG00000006638,150
IFRD1,ENSG00000006652,151
LGALS14,ENSG00000006659,152
COX10,ENSG00000006695,153
GTF2IRD1,ENSG00000006704,154
PAF1,ENSG00000006712,155
VPS41,ENSG00000006715,156
ARHGAP44,ENSG00000006740,157
ELAC2,ENSG00000006744,158
SCIN,ENSG00000006747,159
ARSD,ENSG00000006756,160
PNPLA4,ENSG00000006757,161
MYH13,ENSG00000006788,162
ADIPOR2,ENSG00000006831,163
CDKL3,ENSG00000006837,164
UPP2,ENSG00000007001,165
PRSS21,ENSG00000007038,166
MARK4,ENSG00000007047,167
PROM1,ENSG00000007062,168
CCDC124,ENSG00000007080,169
CEACAM21,ENSG00000007129,170
PAFAH1B1,ENSG00000007168,171
NOS2,ENSG00000007171,172
DNAH9,ENSG00000007174,173
BLTP2,ENSG00000007202,174
SLC13A2,ENSG00000007216,175
GAS7,ENSG00000007237,176
TRAPPC6A,ENSG00000007255,177
MATK,ENSG00000007264,178
CEACAM7,ENSG00000007306,179
CD79B,ENSG00000007312,180
SCN4A,ENSG00000007314,181
ST7L,ENSG00000007341,182
TKTL1,ENSG00000007350,183
PAX6,ENSG00000007372,184
RPUSD1,ENSG00000007376,185
RHBDF1,ENSG00000007384,186
LUC7L,ENSG00000007392,187
CACNA2D2,ENSG00000007402,188
BAIAP3,ENSG00000007516,189
TSR3,ENSG00000007520,190
PIGQ,ENSG00000007541,191
CRAMP1,ENSG00000007545,192
TEAD3,ENSG00000007866,193
SELE,ENSG00000007908,194
DNAJC11,ENSG00000007923,195
FMO3,ENSG00000007933,196
MYLIP,ENSG00000007944,197
NOX1,ENSG00000007952,198
E2F2,ENSG00000007968,199
PSMB1,ENSG00000008018,200
SYN1,ENSG00000008056,201
JARID2,ENSG00000008083,202
CDKL5,ENSG00000008086,203
CAMK1G,ENSG00000008118,204
CDK11A,ENSG00000008128,205
NADK,ENSG00000008130,206
TFAP2B,ENSG00000008196,207
TFAP2D,ENSG00000008197,208
DLEC1,ENSG00000008226,209
CYTH3,ENSG00000008256,210
ADAM22,ENSG00000008277,211
SYPL1,ENSG00000008282,212
CYB561,ENSG00000008283,213
SPAG9,ENSG00000008294,214
CELSR3,ENSG00000008300,215
AASS,ENSG00000008311,216
PLEKHG6,ENSG00000008323,217
SS18L2,ENSG00000008324,218
MPND,ENSG00000008382,219
MGST1,ENSG00000008394,220
CRY1,ENSG00000008405,221
PGLYRP1,ENSG00000008438,222
NFIX,ENSG00000008441,223
ST3GAL1,ENSG00000008513,224
MMP25,ENSG00000008516,225
IL32,ENSG00000008517,226
PKD1,ENSG00000008710,227
MAPK8IP2,ENSG00000008735,228
MED24,ENSG00000008838,229
RHOBTB2,ENSG00000008853,230
HEATR5B,ENSG00000008869,231
SEC62,ENSG00000008952,232
RPS20,ENSG00000008988,233
CSDE1,ENSG00000009307,234
UBE3C,ENSG00000009335,235
REV3L,ENSG00000009413,236
TENM1,ENSG00000009694,237
PAX7,ENSG00000009709,238
MASP2,ENSG00000009724,239
IYD,ENSG00000009765,240
FAM76A,ENSG00000009780,241
TRAF3IP3,ENSG00000009790,242
POMT2,ENSG00000009830,243
VTA1,ENSG00000009844,244
MLXIPL,ENSG00000009950,245
BAZ1B,ENSG00000009954,246
RANBP9,ENSG00000010017,247
ETV7,ENSG00000010030,248
SPRTN,ENSG00000010072,249
METTL13,ENSG00000010165,250
DYRK4,ENSG00000010219,251
ZNF207,ENSG00000010244,252
UQCRC1,ENSG00000010256,253
STARD3NL,ENSG00000010270,254
CD9,ENSG00000010278,255
HHATL,ENSG00000010282,256
NCAPD2,ENSG00000010292,257
IFFO1,ENSG00000010295,258
GIPR,ENSG00000010310,259
PHF7,ENSG00000010318,260
SEMA3G,ENSG00000010319,261
NISCH,ENSG00000010322,262
STAB1,ENSG00000010327,263
FUZ,ENSG00000010361,264
SLC6A13,ENSG00000010379,265
IDS,ENSG00000010404,266
PRSS3,ENSG00000010438,267
ZNF200,ENSG00000010539,268
CD4,ENSG00000010610,269
LRRC23,ENSG00000010626,270
BTK,ENSG00000010671,271
HFE,ENSG00000010704,272
SCMH1,ENSG00000010803,273
FYN,ENSG00000010810,274
HIVEP2,ENSG00000010818,275
FMO1,ENSG00000010932,276
ELOA,ENSG00000011007,277
LYPLA2,ENSG00000011009,278
CLCN6,ENSG00000011021,279
MRC2,ENSG00000011028,280
NME1-NME2,ENSG00000011052,281
SLC6A7,ENSG00000011083,282
TSPAN9,ENSG00000011105,283
BTBD7,ENSG00000011114,284
APBA3,ENSG00000011132,285
MKS1,ENSG00000011143,286
ABHD5,ENSG00000011198,287
ANOS1,ENSG00000011201,288
AKAP8L,ENSG00000011243,289
MBTD1,ENSG00000011258,290
UTP18,ENSG00000011260,291
RNF216,ENSG00000011275,292
TTC19,ENSG00000011295,293
PTBP1,ENSG00000011304,294
DPF1,ENSG00000011332,295
SYT7,ENSG00000011347,296
LARS2,ENSG00000011376,297
PIK3C2A,ENSG00000011405,298
PLAUR,ENSG00000011422,299
ANLN,ENSG00000011426,300
WIZ,ENSG00000011451,301
RABGAP1,ENSG00000011454,302
DCN,ENSG00000011465,303
QPCTL,ENSG00000011478,304
PPP5C,ENSG00000011485,305
CEP68,ENSG00000011523,306
MAP4K3,ENSG00000011566,307
ZBTB32,ENSG00000011590,308
TYROBP,ENSG00000011600,309
LDAF1,ENSG00000011638,310
GABRA3,ENSG00000011677,311
BRCA1,ENSG00000012048,312
ERCC1,ENSG00000012061,313
CD22,ENSG00000012124,314
SEMA3B,ENSG00000012171,315
MBTPS2,ENSG00000012174,316
PRICKLE3,ENSG00000012211,317
LTF,ENSG00000012223,318
EXTL3,ENSG00000012232,319
NR1H4,ENSG00000012504,320
ELOVL5,ENSG00000012660,321
ALOX5,ENSG00000012779,322
KDM5D,ENSG00000012817,323
CALCOCO1,ENSG00000012822,324
UBR7,ENSG00000012963,325
MAP4K5,ENSG00000012983,326
EHD3,ENSG00000013016,327
PSMC4,ENSG00000013275,328
MAN2B2,ENSG00000013288,329
SLC7A14,ENSG00000013293,330
CLDN11,ENSG00000013297,331
SLC25A39,ENSG00000013306,332
MVP,ENSG00000013364,333
NUB1,ENSG00000013374,334
PGM3,ENSG00000013375,335
RWDD2A,ENSG00000013392,336
CLK1,ENSG00000013441,337
POLR3B,ENSG00000013503,338
ANGEL1,ENSG00000013523,339
RNF14,ENSG00000013561,340
DNASE1L1,ENSG00000013563,341
DDX11,ENSG00000013573,342
HEBP1,ENSG00000013583,343
GPRC5A,ENSG00000013588,344
MAMLD1,ENSG00000013619,345
CD6,ENSG00000013725,346
TACC3,ENSG00000013810,347
UFL1,ENSG00000014123,348
POLA2,ENSG00000014138,349
ZC3H3,ENSG00000014164,350
CAPN1,ENSG00000014216,351
ACP3,ENSG00000014257,352
MDH1,ENSG00000014641,353
SLC30A9,ENSG00000014824,354
MTMR11,ENSG00000014914,355
COX15,ENSG00000014919,356
CCDC88C,ENSG00000015133,357
YAF2,ENSG00000015153,358
ZMYND11,ENSG00000015171,359
WAS,ENSG00000015285,360
DPEP1,ENSG00000015413,361
BID,ENSG00000015475,362
MATR3,ENSG00000015479,363
NPC1L1,ENSG00000015520,364
XYLT2,ENSG00000015532,365
RGPD5,ENSG00000015568,366
STMN4,ENSG00000015592,367
NUDCD3,ENSG00000015676,368
ISL1,ENSG00000016082,369
CHDH,ENSG00000016391,370
IL20RA,ENSG00000016402,371
CLCA1,ENSG00000016490,372
CLCA4,ENSG00000016602,373
GLT8D1,ENSG00000016864,374
ATP2C1,ENSG00000017260,375
IGF1,ENSG00000017427,376
SLC38A5,ENSG00000017483,377
RALBP1,ENSG00000017797,378
RUFY3,ENSG00000018189,379
CNTN1,ENSG00000018236,380
SLC11A1,ENSG00000018280,381
WWTR1,ENSG00000018408,382
AGPS,ENSG00000018510,383
ZNF285CP,ENSG00000018607,384
STEEP1,ENSG00000018610,385
ATP1A2,ENSG00000018625,386
TTC27,ENSG00000018699,387
ZNF582,ENSG00000018869,388
VSIG2,ENSG00000019102,389
PHLDB1,ENSG00000019144,390
MARCO,ENSG00000019169,391
CYP24A1,ENSG00000019186,392
PRDM11,ENSG00000019485,393
SYT13,ENSG00000019505,394
SNAI2,ENSG00000019549,395
CD74,ENSG00000019582,396
HGF,ENSG00000019991,397
ZRANB1,ENSG00000019995,398
NCDN,ENSG00000020129,399
ADGRA2,ENSG00000020181,400
CCT8L1P,ENSG00000020219,401
ZFP64,ENSG00000020256,402
MNAT1,ENSG00000020426,403
SAMD4A,ENSG00000020577,404
RUNX3,ENSG00000020633,405
MRE11,ENSG00000020922,406
PLEKHB1,ENSG00000021300,407
SERPINB1,ENSG00000021355,408
CYP3A43,ENSG00000021461,409
SLC7A9,ENSG00000021488,410
SPAST,ENSG00000021574,411
NRXN3,ENSG00000021645,412
OSBPL5,ENSG00000021762,413
AQR,ENSG00000021776,414
CPS1,ENSG00000021826,415
C8B,ENSG00000021852,416
FHL1,ENSG00000022267,417
RTF2,ENSG00000022277,418
GABRA1,ENSG00000022355,419
NLRP2,ENSG00000022556,420
SLC45A4,ENSG00000022567,421
RNF10,ENSG00000022840,422
ZNF839,ENSG00000022976,423
ZDHHC6,ENSG00000023041,424
GRAMD1B,ENSG00000023171,425
RNH1,ENSG00000023191,426
NDUFS1,ENSG00000023228,427
RB1CC1,ENSG00000023287,428
ERP44,ENSG00000023318,429
ALAS1,ENSG00000023330,430
BIRC3,ENSG00000023445,431
AKAP11,ENSG00000023516,432
GLRX2,ENSG00000023572,433
SNAPC1,ENSG00000023608,434
DERA,ENSG00000023697,435
STRAP,ENSG00000023734,436
ABCC2,ENSG00000023839,437
DEF6,ENSG00000023892,438
PLEKHO1,ENSG00000023902,439
GCLM,ENSG00000023909,440
UBR2,ENSG00000024048,441
EHD2,ENSG00000024422,442
DEPDC1,ENSG00000024526,443
CCDC28A,ENSG00000024862,444
RRAGD,ENSG00000025039,445
HSF2,ENSG00000025156,446
PHF20,ENSG00000025293,447
HSD17B6,ENSG00000025423,448
NR1H3,ENSG00000025434,449
TYMP,ENSG00000025708,450
NCAPH2,ENSG00000025770,451
TOMM34,ENSG00000025772,452
SEC63,ENSG00000025796,453
KPNA6,ENSG00000025800,454
VIM,ENSG00000026025,455
RTEL1-TNFRSF6B,ENSG00000026036,456
FAS,ENSG00000026103,457
RNASET2,ENSG00000026297,458
CD44,ENSG00000026508,459
KCNG1,ENSG00000026559,460
AGPAT4,ENSG00000026652,461
SLAMF7,ENSG00000026751,462
BTN3A1,ENSG00000026950,463
MIPEP,ENSG00000027001,464
PRKCH,ENSG00000027075,465
INSRR,ENSG00000027644,466
IFNGR1,ENSG00000027697,467
B4GALT7,ENSG00000027847,468
SH2D2A,ENSG00000027869,469
VRK2,ENSG00000028116,470
TNFRSF1B,ENSG00000028137,471
VEZT,ENSG00000028203,472
POU2F2,ENSG00000028277,473
BRD9,ENSG00000028310,474
SNX1,ENSG00000028528,475
TBPL1,ENSG00000028839,476
BMAL2,ENSG00000029153,477
BCLAF1,ENSG00000029363,478
SLC39A9,ENSG00000029364,479
ANK1,ENSG00000029534,480
IBSP,ENSG00000029559,481
TFB1M,ENSG00000029639,482
RABEP1,ENSG00000029725,483
HMGB3,ENSG00000029993,484
NUP160,ENSG00000030066,485
BAK1,ENSG00000030110,486
MUSK,ENSG00000030304,487
IKZF2,ENSG00000030419,488
GRN,ENSG00000030582,489
FAM13B,ENSG00000031003,490
ARHGAP31,ENSG00000031081,491
CENPQ,ENSG00000031691,492
SARS1,ENSG00000031698,493
RANBP3,ENSG00000031823,494
ARID4A,ENSG00000032219,495
EIPR1,ENSG00000032389,496
PNPLA6,ENSG00000032444,497
IFT88,ENSG00000032742,498
ALG1,ENSG00000033011,499
ZCCHC8,ENSG00000033030,500
ABCF2,ENSG00000033050,501
CHPF2,ENSG00000033100,502
LRRC7,ENSG00000033122,503
FUT8,ENSG00000033170,504
UBA6,ENSG00000033178,505
GAB2,ENSG00000033327,506
ATP6V0A1,ENSG00000033627,507
PIAS1,ENSG00000033800,508
SLC4A7,ENSG00000033867,509
APBA2,ENSG00000034053,510
MAP2K3,ENSG00000034152,511
CLXN,ENSG00000034239,512
TMSB10,ENSG00000034510,513
ASTE1,ENSG00000034533,514
RNF19A,ENSG00000034677,515
PEX3,ENSG00000034693,516
GABARAPL2,ENSG00000034713,517
MYOC,ENSG00000034971,518
SH3YL1,ENSG00000035115,519
FAM136A,ENSG00000035141,520
VCL,ENSG00000035403,521
DEPDC1B,ENSG00000035499,522
DAPK2,ENSG00000035664,523
NSMAF,ENSG00000035681,524
ADSS2,ENSG00000035687,525
STAP1,ENSG00000035720,526
TIMP2,ENSG00000035862,527
RFC1,ENSG00000035928,528
TBC1D23,ENSG00000036054,529
CUL3,ENSG00000036257,530
MYOM2,ENSG00000036448,531
OTC,ENSG00000036473,532
CYP46A1,ENSG00000036530,533
ZZZ3,ENSG00000036549,534
SLC18A1,ENSG00000036565,535
USP2,ENSG00000036672,536
CASR,ENSG00000036828,537
TUBG2,ENSG00000037042,538
RPL26L1,ENSG00000037241,539
FLT4,ENSG00000037280,540
NSUN2,ENSG00000037474,541
FBXO42,ENSG00000037637,542
MFAP3,ENSG00000037749,543
MRI1,ENSG00000037757,544
METTL1,ENSG00000037897,545
HOXC8,ENSG00000037965,546
AGA,ENSG00000038002,547
PI4K2B,ENSG00000038210,548
BOD1L1,ENSG00000038219,549
MAT2B,ENSG00000038274,550
TLL1,ENSG00000038295,551
EDC4,ENSG00000038358,552
TRIO,ENSG00000038382,553
VCAN,ENSG00000038427,554
CLEC16A,ENSG00000038532,555
MSR1,ENSG00000038945,556
CDH1,ENSG00000039068,557
MTREX,ENSG00000039123,558
DNAH5,ENSG00000039139,559
ZFYVE16,ENSG00000039319,560
RIPOR1,ENSG00000039523,561
C6,ENSG00000039537,562
RAI14,ENSG00000039560,563
SOX30,ENSG00000039600,564
PNKP,ENSG00000039650,565
BEST2,ENSG00000039987,566
PHLPP2,ENSG00000040199,567
SPDL1,ENSG00000040275,568
STAU2,ENSG00000040341,569
SLC66A1,ENSG00000040487,570
CTNS,ENSG00000040531,571
RTN4R,ENSG00000040608,572
PHF23,ENSG00000040633,573
CDH10,ENSG00000040731,574
INPP4A,ENSG00000040933,575
RAB27B,ENSG00000041353,576
PSMA4,ENSG00000041357,577
MYO16,ENSG00000041515,578
LSG1,ENSG00000041802,579
PARP3,ENSG00000041880,580
TNC,ENSG00000041982,581
THAP3,ENSG00000041988,582
RIPOR3,ENSG00000042062,583
TDP1,ENSG00000042088,584
AIFM2,ENSG00000042286,585
C2orf83,ENSG00000042304,586
SPATA7,ENSG00000042317,587
MED17,ENSG00000042429,588
RETSAT,ENSG00000042445,589
CAPG,ENSG00000042493,590
AP2S1,ENSG00000042753,591
USH2A,ENSG00000042781,592
ZPBP,ENSG00000042813,593
TG,ENSG00000042832,594
ADAM28,ENSG00000042980,595
BARX2,ENSG00000043039,596
DCUN1D1,ENSG00000043093,597
JADE2,ENSG00000043143,598
ZIC2,ENSG00000043355,599
LCP2,ENSG00000043462,600
TRIT1,ENSG00000043514,601
ADRB1,ENSG00000043591,602
GUCA2B,ENSG00000044012,603
CUL7,ENSG00000044090,604
CTNNA1,ENSG00000044115,605
PHKA2,ENSG00000044446,606
CNTLN,ENSG00000044459,607
EPHA3,ENSG00000044524,608
HSPA5,ENSG00000044574,609
DSG2,ENSG00000046604,610
GEMIN8,ENSG00000046647,611
OFD1,ENSG00000046651,612
GPM6B,ENSG00000046653,613
MAGEC2,ENSG00000046774,614
PREX2,ENSG00000046889,615
WDR37,ENSG00000047056,616
YTHDC2,ENSG00000047188,617
CTPS2,ENSG00000047230,618
ATP6V1H,ENSG00000047249,619
POLR2B,ENSG00000047315,620
ATOSA,ENSG00000047346,621
ARAP2,ENSG00000047365,622
TPR,ENSG00000047410,623
CP,ENSG00000047457,624
KATNIP,ENSG00000047578,625
DTNBP1,ENSG00000047579,626
XK,ENSG00000047597,627
ANO2,ENSG00000047617,628
C12orf4,ENSG00000047621,629
SCML1,ENSG00000047634,630
WWC3,ENSG00000047644,631
ARHGAP6,ENSG00000047648,632
FAM184B,ENSG00000047662,633
MAP4,ENSG00000047849,634
GOPC,ENSG00000047932,635
ROS1,ENSG00000047936,636
USP28,ENSG00000048028,637
HDAC9,ENSG00000048052,638
TSPAN17,ENSG00000048140,639
NOP16,ENSG00000048162,640
CC2D2A,ENSG00000048342,641
RRM2B,ENSG00000048392,642
ZNF800,ENSG00000048405,643
TNFRSF17,ENSG00000048462,644
SNX29,ENSG00000048471,645
LMO3,ENSG00000048540,646
MRPS10,ENSG00000048544,647
GUCA1A,ENSG00000048545,648
RSF1,ENSG00000048649,649
VPS13D,ENSG00000048707,650
CELF2,ENSG00000048740,651
FAM120A,ENSG00000048828,652
R3HDM1,ENSG00000048991,653
COL9A2,ENSG00000049089,654
KITLG,ENSG00000049130,655
ERCC8,ENSG00000049167,656
ADAMTS6,ENSG00000049192,657
H6PD,ENSG00000049239,658
VAMP3,ENSG00000049245,659
PER3,ENSG00000049246,660
UTS2,ENSG00000049247,661
TNFRSF9,ENSG00000049249,662
EPN3,ENSG00000049283,663
LTBP1,ENSG00000049323,664
RCN1,ENSG00000049449,665
ELN,ENSG00000049540,666
RFC2,ENSG00000049541,667
ARID1B,ENSG00000049618,668
CLPTM1L,ENSG00000049656,669
NEDD4L,ENSG00000049759,670
FOXP3,ENSG00000049768,671
PPP1R3F,ENSG00000049769,672
HEXB,ENSG00000049860,673
PTCD2,ENSG00000049883,674
NEXMIF,ENSG00000050030,675
JKAMP,ENSG00000050130,676
DKK3,ENSG00000050165,677
ARHGEF5,ENSG00000050327,678
NFE2L3,ENSG00000050344,679
MCUR1,ENSG00000050393,680
LIMA1,ENSG00000050405,681
LETMD1,ENSG00000050426,682
SLC4A8,ENSG00000050438,683
LAMC3,ENSG00000050555,684
PTGER3,ENSG00000050628,685
TNIP3,ENSG00000050730,686
MAPK9,ENSG00000050748,687
COL23A1,ENSG00000050767,688
BCAR1,ENSG00000050820,689
FHIP1B,ENSG00000051009,690
HERPUD1,ENSG00000051108,691
HOMER3,ENSG00000051128,692
RAD51,ENSG00000051180,693
POLQ,ENSG00000051341,694
PIK3CB,ENSG00000051382,695
CYBA,ENSG00000051523,696
THOC3,ENSG00000051596,697
HEBP2,ENSG00000051620,698
MPHOSPH9,ENSG00000051825,699
PLEKHA5,ENSG00000052126,700
PRSS8,ENSG00000052344,701
SIKE1,ENSG00000052723,702
RRP12,ENSG00000052749,703
FNIP2,ENSG00000052795,704
MSMO1,ENSG00000052802,705
TTC17,ENSG00000052841,706
ALX4,ENSG00000052850,707
FSTL4,ENSG00000053108,708
FOXN3,ENSG00000053254,709
METTL24,ENSG00000053328,710
AKR7A2,ENSG00000053371,711
MRTO4,ENSG00000053372,712
NNAT,ENSG00000053438,713
USE1,ENSG00000053501,714
MCF2L2,ENSG00000053524,715
NRIP2,ENSG00000053702,716
LAMA3,ENSG00000053747,717
AP5M1,ENSG00000053770,718
ANAPC4,ENSG00000053900,719
KCNQ1,ENSG00000053918,720
TRAPPC3,ENSG00000054116,721
THRAP3,ENSG00000054118,722
PHPT1,ENSG00000054148,723
ENTPD2,ENSG00000054179,724
LY75,ENSG00000054219,725
ARID4B,ENSG00000054267,726
OPN3,ENSG00000054277,727
SDCCAG8,ENSG00000054282,728
PTPRN,ENSG00000054356,729
HHAT,ENSG00000054392,730
KIF1B,ENSG00000054523,731
FOXC1,ENSG00000054598,732
TBC1D22A,ENSG00000054611,733
SYNE2,ENSG00000054654,734
PLEKHH1,ENSG00000054690,735
ATP9A,ENSG00000054793,736
SPO11,ENSG00000054796,737
CBLN4,ENSG00000054803,738
CHRDL2,ENSG00000054938,739
FAM168A,ENSG00000054965,740
RELT,ENSG00000054967,741
GALC,ENSG00000054983,742
NOP58,ENSG00000055044,743
SZRD1,ENSG00000055070,744
KCNH2,ENSG00000055118,745
CUL1,ENSG00000055130,746
FAM114A2,ENSG00000055147,747
CYFIP2,ENSG00000055163,748
TAB2,ENSG00000055208,749
GINM1,ENSG00000055211,750
EIF2AK2,ENSG00000055332,751
USP36,ENSG00000055483,752
KMT2C,ENSG00000055609,753
MCOLN3,ENSG00000055732,754
CCDC85A,ENSG00000055813,755
PUM2,ENSG00000055917,756
MRPL43,ENSG00000055950,757
ITIH4,ENSG00000055955,758
ITIH1,ENSG00000055957,759
HPF1,ENSG00000056050,760
ZFR,ENSG00000056097,761
ZNF280C,ENSG00000056277,762
NPFFR2,ENSG00000056291,763
PHF21B,ENSG00000056487,764
TRAF1,ENSG00000056558,765
RC3H2,ENSG00000056586,766
IL17RB,ENSG00000056736,767
TRAF3IP2,ENSG00000056972,768
GYG2,ENSG00000056998,769
DCBLD2,ENSG00000057019,770
SERPINB3,ENSG00000057149,771
SOAT1,ENSG00000057252,772
PKP2,ENSG00000057294,773
MSH4,ENSG00000057468,774
F7,ENSG00000057593,775
GDI2,ENSG00000057608,776
PRDM1,ENSG00000057657,777
ATG5,ENSG00000057663,778
TMCC3,ENSG00000057704,779
PITHD1,ENSG00000057757,780
MTA3,ENSG00000057935,781
USP13,ENSG00000058056,782
ATP11B,ENSG00000058063,783
LAMC2,ENSG00000058085,784
CDK14,ENSG00000058091,785
SEC61A1,ENSG00000058262,786
PPP1R12A,ENSG00000058272,787
RASGRF1,ENSG00000058335,788
CAMK2B,ENSG00000058404,789
CROCC,ENSG00000058453,790
POLR3E,ENSG00000058600,791
ATP2B4,ENSG00000058668,792
ZC3H11A,ENSG00000058673,793
RIOK2,ENSG00000058729,794
YIPF1,ENSG00000058799,795
NDC1,ENSG00000058804,796
DGKG,ENSG00000058866,797
FLYWCH1,ENSG00000059122,798
UNKL,ENSG00000059145,799
TBXAS1,ENSG00000059377,800
PARP12,ENSG00000059378,801
ALDH18A1,ENSG00000059573,802
TARBP1,ENSG00000059588,803
GATB,ENSG00000059691,804
MXD1,ENSG00000059728,805
CDK17,ENSG00000059758,806
DNAJC25,ENSG00000059769,807
SLC2A3,ENSG00000059804,808
PSD,ENSG00000059915,809
CTDP1,ENSG00000060069,810
YBX3,ENSG00000060138,811
STYK1,ENSG00000060140,812
WNK1,ENSG00000060237,813
RPS17P5,ENSG00000060303,814
CCAR1,ENSG00000060339,815
OGFR,ENSG00000060491,816
GNA15,ENSG00000060558,817
CREB3L3,ENSG00000060566,818
PIGV,ENSG00000060642,819
PTPRU,ENSG00000060656,820
SNRNP40,ENSG00000060688,821
RIMBP2,ENSG00000060709,822
COL11A1,ENSG00000060718,823
QSER1,ENSG00000060749,824
MPC1,ENSG00000060762,825
ACAA1,ENSG00000060971,826
BCAT1,ENSG00000060982,827
HDAC7,ENSG00000061273,828
LZTS1,ENSG00000061337,829
PRDM6,ENSG00000061455,830
